%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1592408017965636693,0,1592408017965353646,world,Robot_1/base_link,-0.0838759988546,-0.0746213048697,0.178906917572,0.00180737932367,0.000691163070296,0.0825963178553,0.996581207905
1592408017972389445,0,1592408017972197859,world,Robot_1/base_link,-0.083783686161,-0.0747465714812,0.178868606687,0.00123748247461,0.000249339168939,0.082808237475,0.996564700495
1592408017981785837,0,1592408017981512569,world,Robot_1/base_link,-0.083911806345,-0.0747648999095,0.178917378187,0.00130687294227,0.000405708906334,0.0823033013096,0.99660638874
1592408017992412013,0,1592408017992153329,world,Robot_1/base_link,-0.0839538648725,-0.0746963620186,0.178921476007,0.00099863089161,0.000626921773121,0.0823383931231,0.996603732044
1592408017997706748,0,1592408017997480270,world,Robot_1/base_link,-0.0838484838605,-0.0745436325669,0.178930565715,0.000812855369026,0.000774936046788,0.0827136034129,0.996572726172
1592408018008237985,0,1592408018008006840,world,Robot_1/base_link,-0.0838008373976,-0.0744608268142,0.17895641923,0.00116313098911,9.87636653175e-05,0.0827620701482,0.996568651482
1592408018013684270,0,1592408018013378214,world,Robot_1/base_link,-0.0837540775537,-0.0743616968393,0.178847432137,0.00122683143729,0.00018818740146,0.0834562911781,0.99651066574
1592408018022325017,0,1592408018021941887,world,Robot_1/base_link,-0.0838701874018,-0.0745844617486,0.179030478001,-0.000134478554408,0.000682393022693,0.0826048245238,0.996582138722
1592408018032511270,0,1592408018032279995,world,Robot_1/base_link,-0.0838149040937,-0.0745556205511,0.178971245885,0.00146370286003,-0.000391367497445,0.0827885482429,0.99656598411
1592408018037802528,0,1592408018037558500,world,Robot_1/base_link,-0.0839578583837,-0.0747262090445,0.178901359439,0.000796451360056,0.000641045413081,0.0819261248317,0.996637880474
1592408018047918318,0,1592408018047635687,world,Robot_1/base_link,-0.0838982313871,-0.074757784605,0.178953319788,0.0010990742301,1.20776391177e-05,0.0824581064655,0.996593925613
1592408018054328632,0,1592408018054005070,world,Robot_1/base_link,-0.0838693603873,-0.0746520236135,0.178932145238,0.00100719409662,0.000221342226217,0.0826465654773,0.996578387174
1592408018064676295,0,1592408018064432474,world,Robot_1/base_link,-0.0838211029768,-0.0746127143502,0.178910270333,0.00139546360713,0.000594667571969,0.0828140683673,0.996563861041
1592408018071905792,0,1592408018071566673,world,Robot_1/base_link,-0.0839221328497,-0.0746813565493,0.17871311307,0.000677208357839,0.0018264174751,0.0816183168927,0.996661756031
1592408018081008002,0,1592408018080782335,world,Robot_1/base_link,-0.0837078019977,-0.0745170935988,0.178993239999,0.00110543733208,0.00121221927903,0.0828161930446,0.996563488546
1592408018089610059,0,1592408018089315331,world,Robot_1/base_link,-0.0837585106492,-0.0745851621032,0.178896337748,0.000475329013061,0.000337677881597,0.0825058868499,0.996590406672
1592408018096840005,0,1592408018096624278,world,Robot_1/base_link,-0.0839758738875,-0.0746689885855,0.178997054696,0.00127893386985,0.000634871847847,0.0825399330522,0.99658673517
1592408018105530737,0,1592408018105266704,world,Robot_1/base_link,-0.0837659388781,-0.0745625272393,0.178878083825,0.00148157728927,0.000234393243008,0.0826766491447,0.99657529654
1592408018113561629,0,1592408018113272960,world,Robot_1/base_link,-0.083847373724,-0.0746706426144,0.17890368402,0.000861602129504,0.000165531759599,0.0824216373674,0.996597162315
1592408018122335423,0,1592408018122026554,world,Robot_1/base_link,-0.0839050859213,-0.0745684355497,0.178841009736,0.0013899110305,0.000196972566274,0.0825076246614,0.996589444667
1592408018129863283,0,1592408018129578223,world,Robot_1/base_link,-0.083984002471,-0.0746720284224,0.178909093142,0.000854641320879,0.00054647682813,0.0822504409943,0.996611175889
1592408018137835735,0,1592408018137494525,world,Robot_1/base_link,-0.0838860422373,-0.0747050493956,0.178889229894,0.000542890866689,0.000172002606121,0.082260385781,0.99661070866
1592408018147284406,0,1592408018147024105,world,Robot_1/base_link,-0.0839622020721,-0.074743963778,0.178987056017,0.00116775749781,0.000173399405849,0.0821888035398,0.99661607796
1592408018155158745,0,1592408018154834442,world,Robot_1/base_link,-0.0837789997458,-0.0746740102768,0.178935572505,0.000935932840846,0.000989975160774,0.0826202768229,0.996580169297
1592408018165230666,0,1592408018164867018,world,Robot_1/base_link,-0.0837642997503,-0.074660718441,0.178827017546,0.00083672839948,0.00072915477477,0.0823371097819,0.996603917598
1592408018171628054,0,1592408018171421128,world,Robot_1/base_link,-0.0838080197573,-0.0747092738748,0.178907990456,0.00121695356636,0.000331538656463,0.0827242695372,0.996571675463
1592408018180277427,0,1592408018179914572,world,Robot_1/base_link,-0.0838354602456,-0.0745945796371,0.178962081671,0.00076111155037,0.000264075814911,0.0831642291609,0.996535529703
1592408018189479887,0,1592408018189259121,world,Robot_1/base_link,-0.0838619247079,-0.0746541544795,0.179018244147,0.000532831161257,0.000452677061582,0.0827337322568,0.996571442859
1592408018197342699,0,1592408018197019859,world,Robot_1/base_link,-0.0838782712817,-0.0746652185917,0.178821951151,0.000486252234201,0.000924857191867,0.08204933779,0.99662772105
1592408018205599761,0,1592408018205319594,world,Robot_1/base_link,-0.0838861614466,-0.0746671706438,0.178921401501,0.00088834104407,0.00121974187793,0.0825902890237,0.996582443774
1592408018214024906,0,1592408018213760715,world,Robot_1/base_link,-0.0837567597628,-0.0746867805719,0.178868889809,0.000375728565608,0.000239341199568,0.0825531953826,0.996586559951
1592408018221362512,0,1592408018221084173,world,Robot_1/base_link,-0.0837012752891,-0.074617087841,0.179013431072,0.000854581796235,0.000437379827203,0.0834496306628,0.996511534068
1592408018230189980,0,1592408018229911347,world,Robot_1/base_link,-0.0837817713618,-0.0745324417949,0.178986504674,0.000801566046479,0.000351507710462,0.0829391408474,0.996554229759
1592408018238960664,0,1592408018238697681,world,Robot_1/base_link,-0.0838448405266,-0.0746171995997,0.17894358933,0.000381953981855,0.000346458252049,0.082723952106,0.996572366577
1592408018247765743,0,1592408018247494719,world,Robot_1/base_link,-0.0838979482651,-0.0746765807271,0.17886453867,0.000591840848101,0.000330228980994,0.0824647946577,0.996593747881
1592408018254598249,0,1592408018254310794,world,Robot_1/base_link,-0.083977766335,-0.0746754407883,0.178977519274,0.00113158231744,0.000529203685366,0.0822564594802,0.996610412518
1592408018265361327,0,1592408018265099497,world,Robot_1/base_link,-0.0839004144073,-0.0748118683696,0.178891614079,0.000866097965163,-1.78591741674e-05,0.0822956398763,0.996607584364
1592408018272384503,0,1592408018272026785,world,Robot_1/base_link,-0.0838950574398,-0.0747528076172,0.178872540593,0.000921487400922,-0.000119262745773,0.0822240136912,0.99661343971
1592408018280193960,0,1592408018279898921,world,Robot_1/base_link,-0.0839576050639,-0.074646063149,0.178962081671,0.00103545203832,0.000498700497482,0.0823730238375,0.996600905117
1592408018288351348,0,1592408018288069667,world,Robot_1/base_link,-0.0838824659586,-0.074697189033,0.178915321827,0.00114794796531,0.000369670208044,0.0825245589469,0.996588301522
1592408018307660878,0,1592408018307379479,world,Robot_1/base_link,-0.0839510858059,-0.0747752413154,0.178930774331,0.000810448366723,0.000862599927675,0.0817294563168,0.99665384917
1592408018313500224,0,1592408018313250718,world,Robot_1/base_link,-0.0838303118944,-0.0747609660029,0.178878068924,0.00138079911254,0.000461867129903,0.0826237732357,0.996579747019
1592408018321841619,0,1592408018321381370,world,Robot_1/base_link,-0.0840058252215,-0.0747843831778,0.178754165769,0.00088863137611,0.000924438109277,0.0812220413474,0.996695207046
1592408018330257157,0,1592408018329979210,world,Robot_1/base_link,-0.083888836205,-0.074636824429,0.178797394037,0.00182816311303,0.000618527004765,0.0820854678219,0.996623424979
1592408018339018957,0,1592408018338761045,world,Robot_1/base_link,-0.0838209688663,-0.0747122392058,0.178864076734,0.00120470087348,0.000456735100432,0.0824906802594,0.99659100325
1592408018349362816,0,1592408018349101459,world,Robot_1/base_link,-0.0840011313558,-0.0747462436557,0.178884848952,0.00107465411049,0.000648020092563,0.0822744475569,0.996608920524
1592408018355465829,0,1592408018355193525,world,Robot_1/base_link,-0.0839607790112,-0.0747047662735,0.17877791822,0.000598247747703,0.000289332531288,0.0820750890418,0.996625926888
1592408018365505185,0,1592408018365270466,world,Robot_1/base_link,-0.0839260667562,-0.0745338648558,0.17897079885,0.0015155616049,0.000172575777691,0.0825994327389,0.99658166098
1592408018371341968,0,1592408018371057121,world,Robot_1/base_link,-0.0838692113757,-0.0746716856956,0.178805023432,0.000825825830799,0.000344536149357,0.082469247419,0.996593208153
1592408018380829543,0,1592408018380544065,world,Robot_1/base_link,-0.0839100703597,-0.0746927931905,0.178931832314,0.00155012625276,0.00026452394085,0.0825430770833,0.99658625696
1592408018388185944,0,1592408018387860595,world,Robot_1/base_link,-0.0839337185025,-0.0747472643852,0.178795278072,0.00101223981737,0.000725186997199,0.0822048692024,0.996614674262
1592408018398117436,0,1592408018397878186,world,Robot_1/base_link,-0.0839635133743,-0.0746901556849,0.178901910782,0.00114849086014,0.000822759264116,0.0823516354892,0.996602334017
1592408018406209657,0,1592408018405867506,world,Robot_1/base_link,-0.0837887302041,-0.0747354477644,0.178995475173,0.000716458580799,-0.000273261270675,0.0828212330009,0.996564125072
1592408018413861083,0,1592408018413610094,world,Robot_1/base_link,-0.0837525501847,-0.0746620446444,0.178874865174,0.000754967847578,0.000425449855236,0.08289627747,0.996557803741
1592408018421753172,0,1592408018421372519,world,Robot_1/base_link,-0.083816036582,-0.0746060982347,0.178893059492,0.000977473653978,6.63242297882e-05,0.0832232808434,0.996530443926
1592408018430328395,0,1592408018430122907,world,Robot_1/base_link,-0.0839414447546,-0.0746997967362,0.178927823901,0.000804001168802,0.000110002983236,0.0824662441232,0.996593528005
1592408018437814960,0,1592408018437532548,world,Robot_1/base_link,-0.0838030874729,-0.0745885297656,0.178872033954,0.000581392621803,0.00058654236956,0.082729489329,0.996571698146
1592408018447118795,0,1592408018446832614,world,Robot_1/base_link,-0.0839340463281,-0.0747120007873,0.178771495819,0.000875517348625,0.00146323018672,0.0817387301343,0.996652332773
1592408018454428468,0,1592408018454059277,world,Robot_1/base_link,-0.0838424786925,-0.0745525732636,0.178866460919,0.00159772862593,0.000638796791541,0.0829954245579,0.996548442728
1592408018465294507,0,1592408018464973453,world,Robot_1/base_link,-0.0839553773403,-0.0747330337763,0.178958505392,0.000844459810906,0.000266697521208,0.0822070469167,0.996614879077
1592408018471504846,0,1592408018471185563,world,Robot_1/base_link,-0.0839779600501,-0.0747581571341,0.178874865174,0.00100168318118,0.000693220005569,0.0823494122222,0.996602774622
