%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1591975128993672113,0,1591975128993387518,world,Robot_1/base_link,-0.0035913598258,0.00981344375759,0.162001222372,0.00155527454074,-0.000794200841837,0.012352152337,0.999922184322
1591975129301508197,0,1591975129301197538,world,Robot_1/base_link,-0.00360884750262,0.00993321184069,0.162011682987,0.00217377170628,-0.000821222846533,0.0127643543303,0.999915832242
1591975129404046903,0,1591975129403811566,world,Robot_1/base_link,-0.00364277046174,0.00991873349994,0.162164598703,0.00183920148095,-0.000296356407577,0.0130355418555,0.999913298321
1591975129504059440,0,1591975129503733474,world,Robot_1/base_link,-0.00359647441655,0.00957673043013,0.161889672279,-0.000876695971205,-0.000296331798519,0.0122297528076,0.99992478554
1591975129510316324,0,1591975129509991914,world,Robot_1/base_link,-0.00349931651726,0.00954509992152,0.161812871695,-0.000982409153303,-0.000168993256117,0.0121868532358,0.999925240666
1591975129513218165,0,1591975129512973235,world,Robot_1/base_link,-0.00350707676262,0.00963324587792,0.161767825484,-0.000554431521948,-0.0002271629112,0.0119537894404,0.999928371395
1591975129518178718,0,1591975129517886138,world,Robot_1/base_link,-0.00359979621135,0.00967147946358,0.161832824349,-7.07371955016e-05,-8.45483660648e-05,0.0121353797822,0.999926357491
1591975129522787557,0,1591975129522587538,world,Robot_1/base_link,-0.00352840521373,0.0100005446002,0.162124231458,0.0016381310485,0.000194766335045,0.0130738388404,0.999913172896
1591975129527323034,0,1591975129527111418,world,Robot_1/base_link,-0.00366925704293,0.00983740575612,0.162195920944,0.00209518567955,-0.000761723725609,0.0127716119945,0.999915954419
1591975129609666557,0,1591975129609399155,world,Robot_1/base_link,-0.00358805689029,0.00974353402853,0.161830246449,2.2213190171e-05,-0.000154289569984,0.0122144347059,0.99992538886
1591975129707883478,0,1591975129707651856,world,Robot_1/base_link,-0.0037182404194,0.00985789950937,0.162109747529,0.00218043517874,-0.000824755795348,0.0129451478636,0.999913490572
1591975129712517776,0,1591975129712307507,world,Robot_1/base_link,-0.0036284935195,0.0099090738222,0.162012025714,0.00208235659913,-0.000801914558821,0.0125305226404,0.999919000083
1591975129817039387,0,1591975129816797782,world,Robot_1/base_link,-0.00354723073542,0.00971572380513,0.161832123995,5.75896694086e-05,-0.000122516516241,0.0123382674745,0.999923871517
1591975129823294409,0,1591975129823060190,world,Robot_1/base_link,-0.00359650724567,0.00957299023867,0.161822408438,-0.0010827989324,5.00774132103e-05,0.0120442878617,0.999926877411
1591975129826051479,0,1591975129825864928,world,Robot_1/base_link,-0.00352638517506,0.00986312422901,0.162121206522,0.00224877095624,-2.80908307859e-05,0.0134255081154,0.999907344693
