%time,field.x,field.y,field.theta
1591975128993734973,-0.0035913598258,0.00981344375759,0.024702456781
1591975129301488045,-0.00360884750262,0.00993321184069,0.0255257983182
1591975129404014828,-0.00364277046174,0.00991873349994,0.0260706917266
1591975129504112826,-0.00359647441655,0.00957673043013,0.0244606286326
1591975129510350020,-0.00349931651726,0.00954509992152,0.0243746310673
1591975129513280133,-0.00350707676262,0.00963324587792,0.0239083982861
1591975129518226434,-0.00359979621135,0.00967147946358,0.0242713674768
1591975129522817341,-0.00352840521373,0.0100005446002,0.0261490269221
1591975129527392667,-0.00366925704293,0.00983740575612,0.0255406937612
1591975129609700897,-0.00358805689029,0.00974353402853,0.0244294709
1591975129707943788,-0.0037182404194,0.00985789950937,0.0258873883175
1591975129712543760,-0.0036284935195,0.0099090738222,0.0250583323007
1591975129817103859,-0.00354723073542,0.00971572380513,0.0246771474961
1591975129823341901,-0.00359650724567,0.00957299023867,0.0240890357187
1591975129826098444,-0.00352638517506,0.00986312422901,0.0268516287834
1591975129912573645,-0.00358197954483,0.00959087349474,0.0249394881147
1591975130018104088,-0.00351057015359,0.00994440447539,0.0262254710977
1591975130125755598,-0.00368356914259,0.00987458322197,0.0256045038706
1591975130134160127,-0.0034957875032,0.00963347684592,0.0257122154661
1591975130142770319,-0.00356475054286,0.00968329980969,0.0248489211908
1591975130151672348,-0.00357669405639,0.0101007306948,0.0251514983109
1591975130160061222,-0.0034443186596,0.00968101527542,0.0244567781827
1591975130167348751,-0.00357363861986,0.00957555882633,0.024575931237
1591975130172032344,-0.00354424887337,0.00987831316888,0.0250575713971
1591975130177631979,-0.0035989198368,0.00993723329157,0.0264499921503
1591975130186295893,-0.00361105357297,0.00993125606328,0.0251533577798
1591975130189069492,-0.00351124675944,0.00995627883822,0.0259922732339
1591975130194838901,-0.0035973705817,0.00985752977431,0.0267611469187
1591975130203445927,-0.00350369536318,0.00964779127389,0.0244466593434
1591975130206324229,-0.00353601179086,0.00987436808646,0.0267612176428
1591975130227794446,-0.00368176260963,0.010007597506,0.0250471893657
1591975130235291508,-0.00360155128874,0.00996961258352,0.0252523234528
1591975130243295416,-0.00367681286298,0.00979324616492,0.025871226294
1591975130247896544,-0.00356529373676,0.0096639264375,0.0247418624603
1591975130252612458,-0.00358715094626,0.00963635370135,0.0243110770404
1591975130259929462,-0.00355482497253,0.00955954939127,0.0243140494091
1591975130266165895,-0.003609622363,0.00984317623079,0.0251192957284
1591975130269037839,-0.00349996401928,0.00978660583496,0.0247680179523
1591975130276745453,-0.00358178606257,0.00994501356035,0.0263478082516
1591975130284962539,-0.00346824433655,0.00996948126704,0.0264424975301
1591975130291328143,-0.00358076067641,0.0095766717568,0.0248721393448
1591975130294191809,-0.00355766084976,0.00960907153785,0.0255223240419
1591975130321888095,-0.00357253989205,0.00990865193307,0.0245432251091
1591975130326366025,-0.00360019598156,0.00999143254012,0.0244248099442
1591975130427738008,-0.00358933932148,0.00978407729417,0.0244681998291
1591975130430605530,-0.00364115228876,0.00969321746379,0.0249095547366
1591975130435365595,-0.00356466532685,0.00988503824919,0.0265127656839
1591975130629239646,-0.00357300462201,0.00994160212576,0.025582516547
1591975130837751278,-0.00358620332554,0.00990551896393,0.0261741436456
1591975130844698851,-0.00363311357796,0.00959932152182,0.0247577738736
1591975130849164961,-0.00353023619391,0.00974652450532,0.0243114230114
1591975130851982010,-0.0035067666322,0.00983208790421,0.0269130837118
1591975131043755668,-0.00361736048944,0.00967521127313,0.0242788094467
1591975131048320055,-0.00351735996082,0.00964228715748,0.0244619462866
1591975131051247877,-0.00350980856456,0.0099473297596,0.024724270565
1591975131056321923,-0.00357853458263,0.00984263699502,0.0249747926024
1591975131061704562,-0.00346119771712,0.00949136074632,0.0235120972028
1591975131145348625,-0.00362110324204,0.00957616791129,0.0256696117239
1591975131352772486,-0.0036452235654,0.00993119832128,0.0260749655751
1591975131355655266,-0.0036758792121,0.00998191162944,0.0255232037218
1591975131360347800,-0.00359452771954,0.00992547534406,0.0263310906721
1591975131451886606,-0.00359528674744,0.00982680730522,0.0250239427463
1591975131554697790,-0.0036415879149,0.00991303473711,0.0267343989704
1591975131560607450,-0.0035548589658,0.00991088431329,0.0262904001642
1591975131568303291,-0.00352824735455,0.00997342448682,0.0246012647618
1591975131573611357,-0.00338524766266,0.00991718005389,0.0262683888261
1591975131578363808,-0.00355206336826,0.00973485130817,0.0244593478065
1591975131585269209,-0.00357322231866,0.00984909478575,0.024972500269
1591975131593078752,-0.00351120671257,0.00989698432386,0.0264525255181
1591975131602823624,-0.00354028027505,0.00979377608746,0.0245188300876
1591975131605590711,-0.00358010479249,0.00966543424875,0.024671717891
1591975131610285723,-0.00356792542152,0.0100213093683,0.0253350900176
1591975131618270732,-0.00358171993867,0.0100140003487,0.0254853787963
1591975131627472749,-0.00359709654003,0.00975365843624,0.0245823891781
1591975131630364857,-0.00354269659147,0.00989991612732,0.0264693544846
1591975131653238792,-0.00360822933726,0.0100220199674,0.0248541927535
1591975131759702315,-0.00358635792509,0.00963999610394,0.02453285017
1591975131862129845,-0.00354423816316,0.0096434019506,0.0239840347626
1591975131963161958,-0.00360349193215,0.00986843649298,0.0267998116653
1591975132067412117,-0.00353351933882,0.00981538370252,0.025958216236
1591975132073578897,-0.0034676794894,0.00985187850893,0.0267437600186
1591975132076473077,-0.00353496917523,0.0097830183804,0.0246247108535
1591975132081144427,-0.00358450645581,0.00983124878258,0.0253060531747
1591975132168295920,-0.00359271164052,0.00986839365214,0.0250339112187
1591975132370268457,-0.00356698804535,0.00991901196539,0.0264709142316
1591975132476724517,-0.00357400765643,0.0096690626815,0.025287593198
1591975132579183047,-0.00358749204315,0.00959555339068,0.0248422779681
1591975132586158525,-0.00352081446908,0.00956216920167,0.0242078838478
1591975132588941977,-0.00354889500886,0.00962184369564,0.0239266707293
1591975132594318609,-0.00354694738053,0.00966691970825,0.0241041040835
1591975132679278169,-0.00352485431358,0.00993482582271,0.0265156907752
1591975132884767876,-0.00355603313074,0.00959435850382,0.0244811447865
1591975133092753788,-0.00350807001814,0.00955553073436,0.0253572975083
1591975133103853095,-0.00352030619979,0.0097688715905,0.0245059247415
1591975133109882887,-0.00363124418072,0.00946406275034,0.0241490759545
1591975133119898421,-0.00351651548408,0.00970147363842,0.0246551953194
1591975133126629649,-0.00353915710002,0.00994240120053,0.0249641228507
1591975133133406199,-0.00355445547029,0.00976108666509,0.0245359772891
1591975133142894044,-0.00360268633813,0.00993141997606,0.0251596563916
1591975133151339204,-0.00353206135333,0.00987839419395,0.0265119844484
1591975133160303557,-0.00358839053661,0.00956997089088,0.0246106594973
1591975133164845963,-0.00372085231356,0.0097429594025,0.0250780528106
1591975133189304383,-0.0035636506509,0.00960157904774,0.025873205193
1591975133193868192,-0.00360429403372,0.00973071437329,0.0248852407665
1591975133201248067,-0.0035193101503,0.00989028997719,0.0253942880127
1591975133209067113,-0.00356591818854,0.00952229555696,0.024931450391
1591975133213610005,-0.00361938145943,0.0099159386009,0.0256439832788
1591975133218276810,-0.00371028692462,0.00978207495064,0.0263471539697
1591975133226238808,-0.00366662023589,0.00990335922688,0.0268128801321
1591975133234971070,-0.00354313803837,0.00987543351948,0.0250863888011
1591975133243227037,-0.00358888483606,0.00972374528646,0.0248403865689
1591975133249663776,-0.00352898193523,0.00985244475305,0.0247346849298
1591975133252660658,-0.00357999256812,0.00984906684607,0.0251827175043
1591975133258259787,-0.00349094485864,0.00992092490196,0.024894298708
1591975133293562697,-0.0036058248952,0.00955312233418,0.0245964335387
1591975133394429174,-0.00364395370707,0.00991543103009,0.0263247325515
1591975133603858861,-0.00353053328581,0.00959303230047,0.024148016314
1591975133608412546,-0.00363812618889,0.00988571532071,0.0249273760962
1591975133611289037,-0.00355275347829,0.00960497371852,0.0241371662217
1591975133909163129,-0.00348905893043,0.00969730131328,0.0242942406243
1591975133911932362,-0.00349726853892,0.00972534436733,0.0241866518684
1591975134012317599,-0.00359692447819,0.00998911168426,0.0258779277938
1591975134114334365,-0.0035778710153,0.00949351862073,0.0255657035194
1591975134118334510,-0.00364431156777,0.00958791095763,0.0258578632488
1591975134126347979,-0.00357709638774,0.00953858252615,0.0248866355515
1591975134135095661,-0.00353446044028,0.00975804962218,0.0246962764141
1591975134139708379,-0.00346299307421,0.00994037557393,0.0263254939109
1591975134144279040,-0.00351166143082,0.00979994423687,0.0251870811239
1591975134151621396,-0.00353672704659,0.00989308860153,0.0266471298573
1591975134159161484,-0.00352485384792,0.00954683776945,0.025527163463
1591975134163696701,-0.00356058264151,0.00992520246655,0.0265990342059
1591975134168471689,-0.00358811882325,0.0096215987578,0.025454084797
1591975134176330412,-0.00351783796214,0.00991821009666,0.0266424216912
1591975134180962116,-0.0036151506938,0.00958563107997,0.0245954717744
1591975134213931268,-0.00353642529808,0.00972827337682,0.0247310440785
1591975134218606077,-0.00352285522968,0.0097085852176,0.0246074873213
1591975134226528325,-0.00360898976214,0.00994258839637,0.0255405482107
1591975134232420633,-0.00358409853652,0.00957171060145,0.0245671508498
1591975134238121307,-0.00355797423981,0.00997550506145,0.026738167326
1591975134243089769,-0.00351610523649,0.00991674046963,0.0266817058414
1591975134252755249,-0.00351682770997,0.0096737826243,0.0243878957137
1591975134255675373,-0.0036133104004,0.00991872046143,0.0253891618556
1591975134260407914,-0.00354318576865,0.00959523580968,0.0235635649309
1591975134268255033,-0.00350470934063,0.00996235944331,0.026389455158
1591975134276557524,-0.00353928422555,0.00995961111039,0.0264279122359
1591975134281173087,-0.00357645307668,0.00970070064068,0.0249798961511
1591975134317856113,-0.00361402519047,0.00989137310535,0.0270210173593
1591975134321070471,-0.00364709435962,0.00981848780066,0.0255460448276
1591975134326742613,-0.00352632184513,0.00982470437884,0.0264845426481
1591975134336322750,-0.0035525849089,0.00965286046267,0.0244024307642
1591975134344689794,-0.00356913264841,0.0096940305084,0.0247009982392
1591975134347497815,-0.00356159172952,0.00968512799591,0.0240689902576
1591975134352116865,-0.00356620596722,0.00990393292159,0.0255157032804
1591975134360914355,-0.00355343916453,0.00992282200605,0.0262720725695
1591975134364249882,-0.00370046496391,0.00977351237088,0.024853024479
1591975134370528513,-0.00362126203254,0.00966059416533,0.025072037381
1591975134376744687,-0.0036038744729,0.00974302180111,0.0254708187468
1591975134393164831,-0.0036771481391,0.0100326621905,0.0255468793604
1591975134398066443,-0.00356746604666,0.00962974503636,0.0258770716709
1591975134403469443,-0.00354289473034,0.00990208424628,0.0264951156034
1591975134407955464,-0.00361088290811,0.00998781621456,0.0252667937258
1591975134410651619,-0.00360753620043,0.00987927149981,0.0266836597224
1591975134418540943,-0.00357674644329,0.00992683973163,0.0249935716086
1591975134429340469,-0.00357402535155,0.00998614914715,0.0253160449126
1591975134433990301,-0.00356121943332,0.0095597980544,0.0244232201827
1591975134438722805,-0.00354677904397,0.00988036580384,0.026592819904
1591975134444188619,-0.00356221292168,0.00969535205513,0.0247221773163
1591975134450861593,-0.00353625230491,0.00991940591484,0.0260371656081
1591975134455382807,-0.00349308783188,0.00975080765784,0.0246797930828
1591975134461168077,-0.00347999366932,0.00990479905158,0.026484440841
1591975134467489204,-0.0035705100745,0.00987374037504,0.0256172205307
1591975134473929343,-0.00362369557843,0.00980168860406,0.0254757070697
1591975134476627314,-0.00355619727634,0.00999589357525,0.0260731074588
1591975134485955795,-0.00361193786375,0.00995466765016,0.0265771966676
1591975134488833938,-0.00356278731488,0.00979170762002,0.02407450181
1591975134495484229,-0.00359876267612,0.00968774873763,0.0246149343077
1591975134504453677,-0.00355470366776,0.00956437550485,0.0240347400143
1591975134509650817,-0.00350956548937,0.00965522509068,0.0245460821881
1591975134517675040,-0.00342241628096,0.00985802058131,0.0262075951108
1591975134529114068,-0.00359277566895,0.00981591641903,0.0253816300665
1591975134534986680,-0.00351102882996,0.00963934138417,0.0244311052397
1591975134544323882,-0.00359997688793,0.00983709096909,0.0256353940943
1591975134551859496,-0.00353046343662,0.00971254520118,0.0246218174305
1591975134559905295,-0.00358014367521,0.00966097135097,0.025687398926
1591975134568517721,-0.00355820916593,0.00990101881325,0.0251040023411
1591975134576306325,-0.00358700589277,0.00994452089071,0.0258587572101
1591975134587694109,-0.00352062657475,0.00969453901052,0.0241725135937
1591975134593912702,-0.00358393532224,0.00956452358514,0.0245088472761
1591975134601918964,-0.0036074554082,0.00961571466178,0.0244557921394
1591975134609457839,-0.00357993482612,0.00984431989491,0.0248749773923
1591975134614439053,-0.00362002127804,0.00995199196041,0.0255883779355
1591975134629028994,-0.00345505122095,0.00995612423867,0.02639648728
1591975134635090542,-0.00360798393376,0.00968731939793,0.0248282055328
1591975134644409727,-0.00374494981952,0.010172676295,0.0248437316801
1591975134648919479,-0.00353576359339,0.00971337314695,0.0245284102321
