roll, pitch, yaw
0.003090695862245196757350785,-0.001626700774641917255844414,0.02470245678089237270635969
0.004326232461167705753424251,-0.00169780185233917263291914,0.02552579831813525657047137
0.003670366699559930376284278,-0.0006406114455463485365602216,0.02607069172653265348715834
-0.001760509387867488072937361,-0.0005711755011912897968956448,0.02446062863273852638901218
-0.001968791779072419541318784,-0.000314016297410517678228431,0.02437463106722701292050637
-0.001114214871712436482134589,-0.0004410381786292388839841594,0.02390839828605289402174705
-0.0001435160280411890262788205,-0.0001673674347391307609764916,0.02427136747668837135627484
0.003281076400201944024553891,0.0003466655323843919581268402,0.02614902692198184039340525
0.004170579572354510787535187,-0.001576837862748577644145254,0.02554069376111854292044079
4.065394783569907288843862e-05,-0.0003090987645701967056338644,0.0244294709000306316248885
0.004339159859216739842380228,-0.001705821831257509166995812,0.02588738831742861540297085
0.004144296584671684768874655,-0.001655885997366271121175596,0.02505833230063604644133335
0.0001121472909341888042839344,-0.0002464354944730752592502165,0.02467714749609923804984923
-0.002164234923876295468153641,0.0001262305872518839375360372,0.02408903571863825129883985
0.004496386105471104725761489,-0.0001165582417518315976696572,0.0268516287833228534109864
-0.001159003706352235412574414,-0.001241367622287851187751206,0.0249394881146452404574454
0.003994076006030790500223038,8.816985483854282272270925e-05,0.02622547109765857240026854
0.004291986798715829824757417,-0.001548759414933684229812028,0.02560450387053622711697187
0.001453800611642672374959617,-0.0005319497751853697643797947,0.02571221546605781393957102
-0.0003080597892210335908384777,-0.0006733412515127105502435456,0.02484892119070073943087884
0.004351874367095904388991201,-0.0003378979643924353020063844,0.02515149831087298490372994
-0.0004020579184374669106001587,-0.0006843124978701647627768456,0.02445677818278061202428297
-0.001435401685906894427707803,-0.0006672808281500747966744069,0.02457593123695556158736508
0.002554641951484844328984503,-0.0004682987682027674788270977,0.02505757139718523679450257
0.003789407529463213568365898,-0.0007321266719727601403680528,0.02644999215037823966922836
0.00425962630420650533585869,-0.001497830868571384428655779,0.02515335777985236442866324
0.003389594688095571520941585,0.0003575238771539153643033715,0.02599227323384013452201025
0.004308822135078964853105443,-0.0008998300945117045698123937,0.02676114691866102179851339
-0.001167448992693145099971974,-0.0001798930483621338576819687,0.02444665934347413013827399
0.004742846089464972103577622,-0.001038755811964088993787358,0.02676121764285149112749806
0.00534646637317792803451022,-0.001529643409878476446872586,0.02504718936560610537123139
