roll, pitch, yaw
0.007955090739150500953047462,-0.001472596906750657259205228,-0.01005253783246002480256109
0.007288210374185121950829647,-0.003225454140069656822770172,-0.01010134279207500207498072
0.007435173583157279192379363,-0.001975114531385727990875356,-0.01028158544983549457785266
0.00808392627136135695498087,-0.002755577416990278617758836,-0.0100373496238776570982365
0.007794386359121200161248488,-0.002815581663643368284105639,-0.00958970508936984877834675
0.006868384853783025996432077,-0.002552334813682799810607982,-0.01070357122615399163290117
0.008094072093439421897165253,-0.001257071054117845200839843,-0.009635915548476774519781607
0.007491272380372777754675706,-0.00157229661598746431501461,-0.01014489553122964633768976
0.007327807496996123493016029,-0.001538324693167431424581371,-0.01019633535733833681891092
0.007596872642151706114810317,-0.001248252086576766414424688,-0.009858421341058095851983545
0.007584709412133979963832608,-0.001771177897881826262399541,-0.01017489850943699078444915
0.007655839549618356255911156,-0.001309697134004194100584395,-0.009786863327942679768867151
0.007824901180767137795490918,-0.001499862901053475132406856,-0.01016380950181138692611782
0.007193913866709918808473034,-0.00209964626402549302611189,-0.01026523077676814131586891
0.007736952822980113810003022,-0.001318916601304526408505735,-0.009934327935934631620407131
0.008198621512840323713455781,-0.002000356019856938151468828,-0.00962453554493727242435952
0.00779484967447500922549386,-0.00187446602372613908837895,-0.01018322475234638077590255
0.007874935590117997444292719,-0.00123555401882609176313077,-0.009542842276719415775532163
0.006941877396676393932595239,-0.002740220477762337746713284,-0.01012303702389899702496212
0.007616357051932406974081857,-0.002448617809512150609446701,-0.0102815701180585042373572
0.007309609005458610024585919,-0.001577974107830573029589982,-0.01032944088000269620974958
0.007219946723756899553681166,-0.003257128613300649608297554,-0.0102846079544629126489852
0.007698994450307447383330395,-0.00163208633305869437943314,-0.01038235348518287172459029
0.007592118985393862991284397,-0.001440547772713268292327227,-0.01002738357385185574699449
0.007537947495208910039798944,-0.001266130829409030031373895,-0.0101357102856385068029299
0.007753194336921555469832601,-0.001822802744200846883360079,-0.01009750078180092665303125
0.007489122783448317471899358,-0.001499831815920451942580893,-0.01045950905942945492743679
0.007000796264219507486492589,-0.001325465243504643812408328,-0.01039790287161471149524061
0.007326576797696156100048182,-0.00256970629568748767587727,-0.01015201810857390557485402
0.007465100102679152194173895,-0.00191031007295574249173209,-0.01013408164178860974835583
0.007468391079768301778207817,-0.002264985764095158848191458,-0.01031518126952948866126292
0.007227025586436710592741495,-0.001369662515355458401108968,-0.01040364797242931786669384
0.007156690084287427137954563,-0.002051642801259657804269221,-0.0107045276966248985306418
0.007387784002933609622809641,-0.001756285975701500938137012,-0.01020248763610133273249669
0.007548692889779205252021033,-0.001592553105667011189433557,-0.01014505652101125449116026
0.007833220803167926377108543,-0.001129656364364095035013325,-0.01023993924231057089935248
0.007669854142494266641127965,-0.003125039414794465297137149,-0.009080581168730903277030997
0.007441115713654546798272449,-0.002824604770656721688254498,-0.01028878226235186571502211
0.007928438893885733987354492,-0.00129247110274748446337445,-0.009888431219734898289241976
0.007061497737321167575408332,-0.002064856320316195339298337,-0.01063565331203098797419049
0.007709456967564170225271081,-0.002430282909044405477427819,-0.009460808513354776461135032
0.007630226528890980859654025,-0.001542562662721281424582642,-0.01030134941704279570584557
0.007552796852770524843601052,-0.001593622089813934335211787,-0.01027461744689863419599529
0.007759273271214923474448089,-0.001387676635235486405015037,-0.009709524600239001490553647
0.007646553196980159124163112,-0.001704708691539356252286908,-0.0105072013665199123777505
0.007373575938393468233444938,-0.001447012363704866045113762,-0.01050127256553281401840749
0.007659441271142363241719586,-0.002082239346248736331507212,-0.0100219316577938397788694
0.007277807227396601401359089,-0.002733918396614313552073217,-0.01015710588688621511532784
0.00731831475108653956018756,-0.001593476778659645145749812,-0.01027639956974819336610327
0.007606008432157997795064475,-0.001179003658996011488085953,-0.01006229749388793878739357
0.008252086509036591147059347,-0.002357559394310056351262705,-0.00909648949668707441917892
0.007554954942022739337870174,-0.002047862710169674489019132,-0.01004306217780023997854233
0.007707419747036789274552415,-0.001633664934480142088418786,-0.009659543518544019824467739
0.007178030300024824603144502,-0.001395357531093346014836043,-0.0104244442570235636147391
0.007609872920127797035760864,-0.001573908444378912304534301,-0.009955869815837899844401804
0.007737470517679206558070426,-0.001185667220833653287895282,-0.009411889939594896350993913
0.007760860316291099715579893,-0.002102807267594726265552696,-0.0100769675126518420266164
0.007432399316929942482967686,-0.0008889323019642580070084903,-0.01015910081005085008332145
0.007221510433911494837577738,-0.001980843465892832919866828,-0.01029824642385714257575291
0.007998087713618998173537022,-0.001756821503963119923685809,-0.01008268742821682301125108
0.007092433461213366527320368,-0.001869147777969787154947467,-0.01043757670707083813621541
0.00772035993288257369610017,-0.002396983639301356310696844,-0.009951674483109821875426171
0.007808566054120824433126824,-0.001219905493302761564575198,-0.01022339475006579269378282
0.007440500996534157342188198,-0.002204817191096642391145988,-0.0101576065491804836543599
0.008090346022780409498964538,-0.001814654738477789732917222,-0.009972928924504083358915096
0.007483626187632083648360037,-0.001263378751782632137407036,-0.01028811968105977810161722
0.006947832226478475869946294,-0.002117866637296708393761735,-0.01072311941517400599166443
0.006858750951807021482842242,-0.00184573820811463574706468,-0.01016553869927889000579491
0.007563734578284214693510989,-0.002572585733759126871977863,-0.009489917952173505463764336
0.00743851821872538836177835,-0.002146378788856017402059129,-0.01058989711180462721384909
0.007461412962514251193124615,-0.002114207734289534883903583,-0.01039834867383876773616613
0.007518630905189328979265628,-0.003019108101883437832169133,-0.009903871768277561216109461
0.008068093968300453847075637,-0.001692334655462939549744328,-0.01005552457975585241289895
0.007053058062380350955178354,-0.002258675701319390067417503,-0.01043769202133960904976817
0.005426730428876379123959151,-0.003165918019965361165923845,-0.01128494612359296628278926
0.007790131458615473340756363,-0.001972968277296209289178863,-0.01000229109837780759606485
0.007024133235953332506096292,-0.001675681573882842117714786,-0.01048012717518980591036026
0.007379431213154779081730972,-0.002166720941087820536535835,-0.01028231281410294309375253
0.007204626497567704485058826,-0.001904272820892865441047559,-0.01041975421812871283044899
0.007975233917066235425630261,-0.001482718988622688111034265,-0.009826957125227712627757448
0.006867996755756727508823722,-0.001980217160038092415186295,-0.01054714445056242379250566
0.008080383550359473282531653,-0.002007184673838956386060506,-0.009931247292490431866074374
0.007641779031919850896648061,-0.001575058116996374017390603,-0.009832352007803905891147878
