%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1592408361552679531,0,1592408361552380281,world,Robot_1/base_link,0.0480355136096,-0.0164290443063,0.179865926504,0.00397378277167,-0.000756275332157,-0.00502327801513,0.999979201672
1592408361554890475,0,1592408361554658138,world,Robot_1/base_link,0.0479779019952,-0.0163949131966,0.179947808385,0.0036359006416,-0.00163110012821,-0.00504473296326,0.999979334991
1592408361560571993,0,1592408361560320949,world,Robot_1/base_link,0.0480112694204,-0.016460319981,0.179870918393,0.00371245052322,-0.00100664843721,-0.00513706077876,0.999979407276
1592408361564597156,0,1592408361564360129,world,Robot_1/base_link,0.0478851050138,-0.0164376590401,0.179898500443,0.00403498280521,-0.00139804480568,-0.00501303910081,0.999978316677
1592408361568612404,0,1592408361568324832,world,Robot_1/base_link,0.0479217022657,-0.016401251778,0.179989948869,0.00389038458325,-0.00142644982237,-0.00478930665433,0.999979946144
1592408361572725808,0,1592408361572447151,world,Robot_1/base_link,0.0480391122401,-0.0164817962795,0.179805159569,0.00342730400035,-0.00129452018231,-0.00534734161759,0.999978991651
1592408361576789600,0,1592408361576490038,world,Robot_1/base_link,0.048003450036,-0.0164485331625,0.179929554462,0.00404394900789,-0.000648021359784,-0.00481535505838,0.999980019251
1592408361578952695,0,1592408361578706706,world,Robot_1/base_link,0.0480662062764,-0.0164469517767,0.179823219776,0.00374159043672,-0.000805132010829,-0.00506944428311,0.999979826296
1592408361582931509,0,1592408361582733019,world,Robot_1/base_link,0.0480450242758,-0.0164631530643,0.179851204157,0.00365992557768,-0.000787826179813,-0.00509529177317,0.999980010938
1592408361587112323,0,1592408361586857996,world,Robot_1/base_link,0.0480095893145,-0.0164623539895,0.179872274399,0.00379530388802,-0.000642837086486,-0.00492678352177,0.999980454425
1592408361591194863,0,1592408361590931045,world,Robot_1/base_link,0.048014935106,-0.0164458416402,0.179808616638,0.00378778971542,-0.000904864279669,-0.00508403031513,0.999979493042
1592408361595187367,0,1592408361594886899,world,Robot_1/base_link,0.0479925535619,-0.0164958573878,0.179946824908,0.0038246593546,-0.000673567421461,-0.00489086856244,0.999980498656
1592408361659095689,0,1592408361658788109,world,Robot_1/base_link,0.0480122976005,-0.0164085458964,0.179868116975,0.00390857795371,-0.00076979851621,-0.005078908529,0.999979167341
1592408361661348355,0,1592408361661015332,world,Robot_1/base_link,0.0480045676231,-0.0164706315845,0.179848358035,0.00359151153764,-0.00106826398527,-0.00512878071168,0.999979827529
1592408361665343077,0,1592408361665098427,world,Robot_1/base_link,0.0479671172798,-0.0164450202137,0.179884627461,0.00386514259965,-0.000678660408713,-0.00496455423462,0.999979976447
1592408361671156704,0,1592408361670858249,world,Robot_1/base_link,0.047872710973,-0.016470534727,0.180040106177,0.00409443669491,-0.0010198846984,-0.00480810637771,0.999979538559
1592408361675205733,0,1592408361674879282,world,Robot_1/base_link,0.0479886345565,-0.0164342243224,0.179903179407,0.00389259076975,-0.000957057639719,-0.00508789673191,0.999979022322
1592408361677559254,0,1592408361677240290,world,Robot_1/base_link,0.0479520745575,-0.0164629053324,0.179879069328,0.00393446440856,-0.000636552342647,-0.00476893269317,0.999980685849
1592408361682436734,0,1592408361682156756,world,Robot_1/base_link,0.0478380210698,-0.0165465008467,0.179876714945,0.00346394924572,-0.00138765210053,-0.00505670616383,0.999980252405
1592408361685682058,0,1592408361685399356,world,Robot_1/base_link,0.0478924512863,-0.0164520982653,0.179994359612,0.003801822313,-0.0012438604227,-0.00513605897406,0.999978809704
1592408361691413097,0,1592408361691088766,world,Robot_1/base_link,0.0480457022786,-0.0164721794426,0.179852232337,0.00365067163229,-0.000807847091525,-0.00516177782942,0.999979687808
1592408361693777992,0,1592408361693466093,world,Robot_1/base_link,0.0479804985225,-0.0164254065603,0.179950281978,0.00360153852682,-0.00164709487665,-0.00513636200734,0.999978966671
1592408361697855215,0,1592408361697532449,world,Robot_1/base_link,0.0480404384434,-0.016443176195,0.179881632328,0.00384519839415,-0.000836009308964,-0.00518797193028,0.999978800018
