%time,field.x,field.y,field.theta
1592408361552770902,0.0480355136096,-0.0164290443063,-0.0100525378325
1592408361554935368,0.0479779019952,-0.0163949131966,-0.0101013427921
1592408361560617912,0.0480112694204,-0.016460319981,-0.0102815854498
1592408361564642139,0.0478851050138,-0.0164376590401,-0.0100373496239
1592408361568650019,0.0479217022657,-0.016401251778,-0.00958970508936
1592408361572772192,0.0480391122401,-0.0164817962795,-0.0107035712262
1592408361576789594,0.048003450036,-0.0164485331625,-0.00963591554847
1592408361578977569,0.0480662062764,-0.0164469517767,-0.0101448955312
1592408361582967359,0.0480450242758,-0.0164631530643,-0.0101963353573
1592408361587102992,0.0480095893145,-0.0164623539895,-0.00985842134106
1592408361591188538,0.048014935106,-0.0164458416402,-0.0101748985094
1592408361595218642,0.0479925535619,-0.0164958573878,-0.00978686332795
1592408361659129745,0.0480122976005,-0.0164085458964,-0.0101638095018
1592408361661369322,0.0480045676231,-0.0164706315845,-0.0102652307768
1592408361665416545,0.0479671172798,-0.0164450202137,-0.00993432793594
1592408361671271107,0.047872710973,-0.016470534727,-0.00962453554493
1592408361675252621,0.0479886345565,-0.0164342243224,-0.0101832247523
1592408361677595896,0.0479520745575,-0.0164629053324,-0.00954284227672
1592408361682443119,0.0478380210698,-0.0165465008467,-0.0101230370239
1592408361685736791,0.0478924512863,-0.0164520982653,-0.0102815701181
1592408361691438386,0.0480457022786,-0.0164721794426,-0.01032944088
1592408361693803738,0.0479804985225,-0.0164254065603,-0.0102846079545
1592408361697895912,0.0480404384434,-0.016443176195,-0.0103823534852
1592408361701808030,0.0479960516095,-0.0164571572095,-0.0100273835739
1592408361755856853,0.0480396300554,-0.0164512898773,-0.0101357102856
1592408361761615609,0.0479992702603,-0.0164240673184,-0.0100975007818
1592408361765499719,0.0480259545147,-0.0164559930563,-0.0104595090594
1592408361769670342,0.0480568706989,-0.0164775345474,-0.0103979028716
1592408361773553332,0.047941327095,-0.0164768211544,-0.0101520181086
1592408361777450600,0.0480583533645,-0.0164552498609,-0.0101340816418
1592408361781471716,0.0480080023408,-0.0164692085236,-0.0103151812695
1592408361783921659,0.048055049032,-0.0164656173438,-0.0104036479724
1592408361787982958,0.0481074266136,-0.0164616201073,-0.0107045276966
1592408361793729287,0.0480112619698,-0.0164641980082,-0.0102024876361
1592408361796042730,0.0480419956148,-0.016481468454,-0.010145056521
1592408361799828034,0.048004090786,-0.0164162386209,-0.0102399392423
1592408361864009337,0.0478856265545,-0.0163873452693,-0.00908058116873
1592408361868023362,0.0479399636388,-0.0164748877287,-0.0102887822623
1592408361871995386,0.0479989163578,-0.0164201445878,-0.00988843121974
1592408361875837454,0.0480946600437,-0.0164645593613,-0.010635653312
1592408361878067390,0.0478734001517,-0.0164469089359,-0.00946080851335
1592408361882229715,0.048041805625,-0.0164446607232,-0.0103013494171
1592408361888162130,0.0479990467429,-0.0164689794183,-0.0102746174469
1592408361892109248,0.0479511767626,-0.0164451468736,-0.00970952460024
1592408361896086646,0.0480600744486,-0.0164161641151,-0.0105072013665
1592408361898313920,0.0480496063828,-0.0164815448225,-0.0105012725655
1592408361902159775,0.0480407439172,-0.0164442323148,-0.0100219316578
1592408361966331388,0.0479306168854,-0.0164710823447,-0.0101571058869
1592408361970255247,0.0480529069901,-0.0164705142379,-0.0102763995697
1592408361972588609,0.047998458147,-0.0164815932512,-0.0100622974939
1592408361976769366,0.0479177646339,-0.0164074786007,-0.0090964894967
1592408361982571790,0.0480233319104,-0.0164620224386,-0.0100430621778
1592408361986599984,0.0479650050402,-0.0164299085736,-0.00965954351855
1592408361990632652,0.0480622835457,-0.0164820980281,-0.010424444257
1592408361994613598,0.0480056665838,-0.0164511632174,-0.00995586981583
1592408361997211467,0.0481076650321,-0.0164402443916,-0.00941188993959
1592408362001300928,0.0479768887162,-0.0164650902152,-0.0100769675127
1592408362005382863,0.0481076724827,-0.0165198389441,-0.0101591008101
1592408362009143580,0.0480564124882,-0.016476502642,-0.0102982464239
1592408362064845489,0.0479608289897,-0.016409797594,-0.0100826874282
1592408362067104580,0.0480359382927,-0.0164590720087,-0.0104375767071
1592408362072855605,0.0479034259915,-0.0164639446884,-0.0099516744831
1592408362076901485,0.0480640046299,-0.0164370257407,-0.0102233947501
1592408362079211502,0.0480020195246,-0.0164327025414,-0.0101576065492
1592408362085054966,0.0479636862874,-0.0164324715734,-0.00997292892451
1592408362087173333,0.0480149500072,-0.0164743475616,-0.0102881196811
1592408362092965895,0.0480662919581,-0.0164634659886,-0.0107231194152
1592408362096984058,0.0479029044509,-0.0164694935083,-0.0101655386993
1592408362099246058,0.0477892383933,-0.0165449939668,-0.00948991795216
1592408362103332448,0.0480962209404,-0.0164286401123,-0.0105898971118
1592408362107312796,0.0480022765696,-0.0164934657514,-0.0103983486738
1592408362167234759,0.0478123277426,-0.0165078230202,-0.00990387176829
1592408362171105510,0.0479995422065,-0.0164274033159,-0.0100555245798
1592408362175087810,0.0480195470154,-0.0164528004825,-0.0104376920213
1592408362179221149,0.048009108752,-0.0164769627154,-0.0112849461236
1592408362181360451,0.0479955747724,-0.0164456162602,-0.0100022910984
1592408362185675100,0.04805406183,-0.0164663530886,-0.0104801271752
1592408362191312224,0.0480216518044,-0.0164390318096,-0.0102823128141
1592408362193454230,0.0480758957565,-0.0164514724165,-0.0104197542181
1592408362198667628,0.0480078458786,-0.0164147447795,-0.00982695712522
1592408362203488158,0.0480809099972,-0.0164433661848,-0.0105471444506
1592408362205644569,0.0479411929846,-0.0164692271501,-0.0099312472925
1592408362209702467,0.0479649230838,-0.0164756793529,-0.00983235200779
1592408362273513583,0.0479256957769,-0.0164797902107,-0.0102451968053
1592408362277533296,0.0479110218585,-0.0163371358067,-0.00910649205699
1592408362279880922,0.0480664931238,-0.0164218302816,-0.0102923130762
1592408362285948353,0.0479643903673,-0.0164579320699,-0.0101734859343
1592408362287926578,0.0479181185365,-0.0164540093392,-0.00933610657256
1592408362293584908,0.0479807220399,-0.0164393987507,-0.0097650354805
1592408362297678096,0.047976847738,-0.0164742339402,-0.0103291254524
1592408362300034004,0.0480241142213,-0.0164966918528,-0.0112132483456
1592408362305771329,0.048056717962,-0.0164470057935,-0.0104249602286
1592408362307983150,0.0480356998742,-0.0164679866284,-0.0100908455173
